SaleID,Date,CustomerID,ProductID,Quantity,Price,SalesAmount
319,2024-01-27,146,41,8,117.12,936.96
320,2023-08-14,112,41,9,117.12,1054.08
321,2024-08-17,174,5,1,352.99,352.99
322,2024-05-14,160,15,9,253.83,2284.4700000000003
323,2023-04-29,27,47,2,73.07,146.14
324,2024-10-26,18,3,1,164.99,164.99
325,2024-08-23,167,19,8,123.58,988.64
326,2024-11-24,177,28,8,187.05,1496.4
327,2024-06-13,82,3,4,164.99,659.96
328,2024-03-23,172,38,8,340.39,2723.12
329,2023-11-02,72,4,7,261.8,1832.6000000000001
330,2024-11-11,54,24,2,337.71,675.42
331,2024-09-24,162,31,5,270.21,1351.05
332,2023-02-03,71,45,4,196.43,785.72
333,2023-01-20,164,45,3,196.43,589.29
334,2023-10-02,146,11,1,153.93,153.93
335,2024-08-14,38,37,5,297.49,1487.45
336,2024-12-21,187,1,8,172.12,1376.96
337,2023-04-20,137,9,9,129.63,1166.67
338,2024-03-09,200,17,7,142.93,1000.51
339,2023-10-06,179,1,1,172.12,172.12
340,2024-12-09,35,3,1,164.99,164.99
341,2024-09-06,82,47,1,73.07,73.07
342,2024-09-03,133,26,2,122.63,245.26
343,2023-12-09,142,31,1,270.21,270.21
344,2023-10-30,158,26,4,122.63,490.52
345,2023-07-19,4,23,9,124.82,1123.3799999999999
346,2023-02-11,167,30,4,318.6,1274.4
347,2024-09-23,192,10,4,251.14,1004.56
348,2024-08-16,153,8,7,481.41,3369.8700000000003
349,2024-12-30,156,44,9,347.01,3123.09
350,2024-12-28,194,25,7,382.0,2674.0
351,2024-02-10,150,22,1,492.9,492.9
352,2024-07-15,159,15,1,253.83,253.83
353,2024-11-20,23,41,4,117.12,468.48
354,2024-09-12,48,10,4,251.14,1004.56
355,2023-06-30,148,20,1,76.72,76.72
356,2023-11-25,125,41,6,117.12,702.72
357,2023-04-05,166,47,2,73.07,146.14
358,2024-11-27,55,23,5,124.82,624.0999999999999
359,2024-03-18,68,1,8,172.12,1376.96
360,2023-06-16,88,2,3,471.74,1415.22
361,2024-05-05,1,19,9,123.58,1112.22
362,2024-03-27,135,14,7,306.73,2147.11
363,2023-09-19,185,8,9,481.41,4332.6900000000005
364,2023-03-24,95,38,1,340.39,340.39
365,2024-05-05,140,12,5,146.0,730.0
366,2024-01-15,106,26,3,122.63,367.89
367,2024-07-17,133,27,4,365.47,1461.88
368,2024-01-15,108,29,4,317.99,1271.96
369,2024-09-14,178,15,7,253.83,1776.8100000000002
370,2024-02-07,42,46,8,468.68,3749.44
371,2024-02-14,102,1,5,172.12,860.6
372,2024-10-01,124,43,7,91.31,639.1700000000001
373,2023-10-22,140,28,3,187.05,561.1500000000001
374,2023-04-08,103,3,3,164.99,494.97
375,2023-01-22,146,18,3,454.59,1363.77
376,2024-07-05,194,34,4,163.79,655.16
377,2024-03-28,74,32,6,49.69,298.14
378,2024-05-28,108,29,5,317.99,1589.95
379,2023-06-05,122,25,8,382.0,3056.0
380,2023-04-10,17,26,5,122.63,613.15
381,2023-01-11,196,39,5,13.21,66.05000000000001
382,2023-09-13,71,8,2,481.41,962.82
383,2024-03-06,62,19,5,123.58,617.9
384,2023-10-14,41,47,7,73.07,511.48999999999995
385,2023-11-16,119,42,2,324.36,648.72
386,2024-10-22,162,22,6,492.9,2957.3999999999996
387,2023-09-12,198,29,7,317.99,2225.9300000000003
388,2024-01-11,45,33,5,418.47,2092.3500000000004
389,2024-07-26,58,38,9,340.39,3063.5099999999998
390,2023-10-17,179,45,4,196.43,785.72
391,2024-03-30,126,46,1,468.68,468.68
392,2024-09-21,162,35,8,97.33,778.64
393,2024-11-24,44,43,8,91.31,730.48
394,2023-04-18,15,3,7,164.99,1154.93
395,2024-11-07,78,19,8,123.58,988.64
396,2023-12-26,70,10,2,251.14,502.28
397,2023-07-08,178,27,3,365.47,1096.41
398,2023-12-02,101,15,9,253.83,2284.4700000000003
399,2024-12-16,160,11,1,153.93,153.93
400,2023-12-26,195,47,8,73.07,584.56
401,2023-08-28,3,26,8,122.63,981.04
402,2024-04-07,86,24,7,337.71,2363.97
403,2023-06-25,74,13,5,23.26,116.30000000000001
404,2023-02-25,51,32,4,49.69,198.76
405,2023-04-05,67,37,6,297.49,1784.94
406,2023-04-04,76,4,1,261.8,261.8
407,2023-04-21,93,13,5,23.26,116.30000000000001
408,2023-04-12,176,9,4,129.63,518.52
409,2024-04-12,145,49,4,61.17,244.68
410,2023-05-13,7,34,7,163.79,1146.53
411,2023-09-10,13,37,9,297.49,2677.41
412,2024-10-16,120,48,8,173.83,1390.64
413,2023-12-12,66,7,8,486.03,3888.24
414,2024-05-02,4,1,5,172.12,860.6
415,2023-05-06,138,12,6,146.0,876.0
416,2023-05-21,88,21,2,247.28,494.56
417,2023-01-30,17,11,3,153.93,461.79
418,2023-05-04,52,44,5,347.01,1735.05
419,2023-07-23,134,44,2,347.01,694.02
420,2023-05-10,69,44,3,347.01,1041.03
421,2023-03-06,137,14,4,306.73,1226.92
422,2023-03-30,21,34,6,163.79,982.74
423,2023-12-03,24,34,5,163.79,818.9499999999999
424,2023-05-31,4,25,4,382.0,1528.0
425,2023-09-23,152,4,2,261.8,523.6
426,2024-01-03,187,26,5,122.63,613.15
427,2024-05-18,3,16,5,30.48,152.4
428,2023-01-29,68,10,7,251.14,1757.98
429,2024-08-06,101,45,1,196.43,196.43
430,2024-04-03,168,2,4,471.74,1886.96
431,2023-03-01,176,35,5,97.33,486.65
432,2024-09-29,54,19,8,123.58,988.64
433,2024-11-03,35,6,8,185.0,1480.0
434,2023-02-14,56,19,1,123.58,123.58
435,2023-07-22,108,8,5,481.41,2407.05
436,2024-08-11,40,14,1,306.73,306.73
437,2024-06-30,68,10,1,251.14,251.14
438,2023-05-15,46,3,2,164.99,329.98
439,2023-06-02,78,38,2,340.39,680.78
440,2023-09-28,141,29,9,317.99,2861.91
441,2023-12-20,155,15,4,253.83,1015.32
442,2024-03-27,6,23,3,124.82,374.46
443,2023-09-27,17,23,1,124.82,124.82
444,2023-12-04,164,18,2,454.59,909.18
445,2024-06-29,99,46,6,468.68,2812.08
446,2023-01-27,81,19,9,123.58,1112.22
447,2023-07-04,2,28,5,187.05,935.25
448,2024-06-04,77,26,4,122.63,490.52
449,2024-10-15,180,10,5,251.14,1255.6999999999998
450,2024-01-09,66,47,9,73.07,657.6299999999999
451,2024-01-24,52,4,7,261.8,1832.6000000000001
452,2023-03-20,92,2,8,471.74,3773.92
453,2023-11-23,171,3,4,164.99,659.96
454,2024-01-24,22,7,8,486.03,3888.24
455,2023-06-27,111,16,6,30.48,182.88
456,2023-07-16,107,31,5,270.21,1351.05
457,2023-10-03,183,10,7,251.14,1757.98
458,2023-01-15,67,19,6,123.58,741.48
459,2023-08-24,188,28,3,187.05,561.1500000000001
460,2023-06-04,186,17,5,142.93,714.6500000000001
461,2023-08-28,140,28,9,187.05,1683.45
462,2023-03-29,69,19,7,123.58,865.06
463,2024-10-12,84,37,4,297.49,1189.96
464,2024-03-09,103,23,7,124.82,873.74
465,2024-05-10,39,20,5,76.72,383.6
466,2024-07-30,13,13,2,23.26,46.52
467,2023-12-30,41,13,6,23.26,139.56
468,2023-03-05,57,43,7,91.31,639.1700000000001
469,2024-01-28,181,11,8,153.93,1231.44
470,2024-03-04,12,48,6,173.83,1042.98
471,2024-06-28,13,15,8,253.83,2030.64
472,2023-11-12,120,17,7,142.93,1000.51
473,2023-04-04,97,50,2,462.72,925.44
474,2023-07-27,57,28,6,187.05,1122.3000000000002
475,2023-09-23,40,19,9,123.58,1112.22
476,2024-04-16,118,4,6,261.8,1570.8000000000002
477,2024-02-21,80,22,4,492.9,1971.6
478,2023-09-17,128,22,7,492.9,3450.2999999999997
479,2024-12-21,173,37,3,297.49,892.47
480,2024-03-18,35,39,5,13.21,66.05000000000001
481,2023-06-23,3,34,1,163.79,163.79
482,2023-03-16,120,33,3,418.47,1255.41
483,2023-04-22,5,44,8,347.01,2776.08
484,2023-06-29,11,42,9,324.36,2919.2400000000002
485,2023-04-28,126,40,9,258.49,2326.41
486,2023-05-17,71,33,2,418.47,836.94
487,2023-07-28,117,12,4,146.0,584.0
488,2023-05-07,184,2,5,471.74,2358.7
489,2024-10-16,138,28,3,187.05,561.1500000000001
490,2023-02-28,106,10,1,251.14,251.14
491,2024-01-18,116,22,6,492.9,2957.3999999999996
492,2023-10-27,162,17,2,142.93,285.86
493,2024-12-18,67,26,9,122.63,1103.67
494,2023-03-23,200,3,1,164.99,164.99
495,2023-10-18,31,7,9,486.03,4374.2699999999995
496,2024-12-08,75,44,7,347.01,2429.0699999999997
497,2024-09-23,71,8,2,481.41,962.82
498,2024-08-19,66,20,6,76.72,460.32
499,2023-07-08,70,12,8,146.0,1168.0
500,2023-05-05,41,35,2,97.33,194.66
501,2024-05-03,191,17,5,142.93,714.6500000000001
502,2024-11-09,160,28,6,187.05,1122.3000000000002
503,2024-02-11,20,41,3,117.12,351.36
504,2024-02-22,185,10,2,251.14,502.28
505,2023-07-24,178,22,6,492.9,2957.3999999999996
506,2024-07-15,153,38,3,340.39,1021.17
507,2023-05-17,140,33,2,418.47,836.94
508,2023-08-25,199,22,1,492.9,492.9
509,2023-11-07,39,44,8,347.01,2776.08
510,2024-01-06,145,37,1,297.49,297.49
511,2023-06-26,45,13,5,23.26,116.30000000000001
512,2023-03-25,139,27,6,365.47,2192.82
513,2024-03-21,70,15,3,253.83,761.49
514,2023-07-30,125,22,7,492.9,3450.2999999999997
515,2024-02-29,151,30,2,318.6,637.2
516,2023-04-23,91,43,7,91.31,639.1700000000001
517,2023-12-18,70,40,2,258.49,516.98
518,2024-01-24,166,37,5,297.49,1487.45
519,2023-02-07,130,34,7,163.79,1146.53
520,2023-09-03,84,44,3,347.01,1041.03
521,2023-04-09,89,34,4,163.79,655.16
522,2023-02-16,79,48,1,173.83,173.83
523,2024-12-23,113,35,3,97.33,291.99
524,2023-08-24,93,42,9,324.36,2919.2400000000002
525,2024-08-14,72,19,5,123.58,617.9
526,2023-07-05,165,8,8,481.41,3851.28
527,2024-05-12,49,39,2,13.21,26.42
528,2024-07-08,52,33,3,418.47,1255.41
529,2024-03-10,33,44,7,347.01,2429.0699999999997
530,2023-12-11,22,28,4,187.05,748.2
531,2023-10-28,114,37,9,297.49,2677.41
532,2023-09-12,133,48,7,173.83,1216.8100000000002
533,2024-11-09,18,25,1,382.0,382.0
534,2024-08-29,166,36,4,25.18,100.72
535,2024-12-05,118,17,6,142.93,857.58
536,2023-04-01,117,24,6,337.71,2026.2599999999998
537,2024-06-17,37,21,6,247.28,1483.68
538,2024-11-15,64,2,5,471.74,2358.7
539,2023-05-13,138,31,3,270.21,810.6299999999999
540,2023-02-18,79,44,2,347.01,694.02
541,2024-06-25,170,33,3,418.47,1255.41
542,2024-02-24,123,30,9,318.6,2867.4
543,2024-09-06,176,12,3,146.0,438.0
544,2023-04-13,44,44,3,347.01,1041.03
545,2024-08-03,82,12,1,146.0,146.0
546,2023-05-28,87,49,2,61.17,122.34
547,2023-04-30,16,24,3,337.71,1013.1299999999999
548,2023-04-30,54,24,2,337.71,675.42
549,2024-08-17,102,11,8,153.93,1231.44
550,2024-04-30,163,13,6,23.26,139.56
551,2024-01-17,98,27,7,365.47,2558.29
552,2023-09-19,156,8,1,481.41,481.41
553,2024-10-02,2,10,6,251.14,1506.84
554,2023-10-14,94,8,2,481.41,962.82
555,2024-08-19,141,20,6,76.72,460.32
556,2023-11-17,169,8,3,481.41,1444.23
557,2023-10-03,59,9,7,129.63,907.41
558,2023-12-04,69,7,3,486.03,1458.09
559,2023-08-09,119,14,9,306.73,2760.57
560,2024-06-29,92,28,3,187.05,561.1500000000001
561,2024-01-02,181,2,7,471.74,3302.1800000000003
562,2023-06-19,45,43,4,91.31,365.24
563,2024-10-18,148,8,8,481.41,3851.28
564,2023-10-08,24,13,2,23.26,46.52
565,2024-02-01,189,21,8,247.28,1978.24
566,2024-10-23,91,47,9,73.07,657.6299999999999
567,2024-03-31,94,28,8,187.05,1496.4
568,2023-03-27,58,35,6,97.33,583.98
569,2024-11-17,155,23,1,124.82,124.82
570,2024-04-03,154,46,7,468.68,3280.76
571,2023-09-02,128,15,1,253.83,253.83
572,2023-04-12,7,2,7,471.74,3302.1800000000003
573,2024-08-02,170,12,2,146.0,292.0
574,2024-03-28,47,36,8,25.18,201.44
575,2024-01-25,53,3,2,164.99,329.98
576,2024-10-14,187,5,3,352.99,1058.97
577,2024-07-29,38,3,3,164.99,494.97
578,2023-04-21,197,47,1,73.07,73.07
